0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,results
112.9277541,87.5311502,150.0790171,157.0891434,73.45509833,75.45765688,160.3302213,172.9340744,107.2207228,93.14467098,95.14722952,87.21363865,87.13498393,154.0321726,155.2760774,75.29361413,78.3613746,165.5316679,169.402535,108.3812696,96.53989982,99.60766028,done perfectly
79.93319609,62.93663737,175.8557171,168.4658735,61.10073645,63.86784159,178.470936,170.7742555,93.62524221,91.78934129,94.55644643,87.08305505,64.53176579,170.1556732,164.5369394,60.04972555,63.06262507,177.6131958,169.8992259,92.56787045,88.08583021,91.09872973,done perfectly
161.9234879,76.43630762,166.9324786,173.8731673,70.17827414,69.97109738,169.8409143,179.3173448,82.24423209,75.98619861,75.77902186,172.736714,23.95913698,179.5712224,177.2612708,24.16098564,23.41203838,179.1295299,177.4881998,20.40302448,20.60487314,19.85592588,this is not the right way of doing
91.61358442,69.22592601,179.9419898,169.5327086,69.25330143,72.43368648,174.9184015,169.5020738,96.2977172,96.32509262,99.50547768,71.04152004,69.44534975,175.967612,171.3539108,71.30780294,74.60259489,171.7555313,169.183976,96.0636298,97.92608299,101.2208749,done perfectly
91.53857313,86.26874857,160.229438,171.4399772,76.90185067,76.30441317,164.5017305,178.1563587,110.9685868,101.6016889,101.0042514,94.05805798,87.19854182,158.5694445,169.7621984,76.86847156,76.59005714,163.6126914,179.1373164,110.5702128,100.2401426,99.96172816,done perfectly
164.9034642,83.20022914,160.370381,178.5225628,74.68783624,71.06578458,159.6627286,167.4053367,75.91933962,67.40694672,63.78489506,168.1144954,84.88826336,160.7771051,178.9847214,76.74494698,73.66726888,161.2912468,169.9357,78.60867669,70.46536031,67.38768221,this is not the right way of doing
179.6691058,69.37557829,168.9127601,179.6426664,64.14269411,62.51160627,169.0810439,174.5029779,69.23018503,63.99730085,62.36621301,176.9876933,69.95183282,170.8217653,175.5630688,65.91319026,63.00564727,168.6153461,170.4234766,71.41628952,67.37764696,64.47010396,this is not the right way of doing
103.5522823571253,61.32790793239156,172.59254226720077,108.57117917616483,58.41680108197134,76.81177300641609,150.31991770057297,113.06753005854385,80.52581635441052,77.61470950399031,96.00968142843506,86.98325110112164,67.03359879620497,172.819782045969,113.97134885844284,64.23011922796512,82.19412229703487,151.7145904275793,118.34808724423398,88.3527067873045,85.54922721906466,103.5132302881,legs should be straight
84.84314465534254,61.729299038004605,176.09475725247634,80.0025389416856,63.31614594134045,101.3799503875901,109.211828350669,77.6841430974978,86.22563265498492,87.81247955832077,125.87628400457041,111.44492206948249,60.242072098875376,178.4012238571982,72.37732139606587,59.574149954415226,97.61049633745449,110.6346420772383,73.30817539440751,80.6538325123321,79.98591036787195,118.02225675091128,legs should be straight
167.73589878504723,45.690201599246734,158.0167238410339,101.31230984775708,35.50803863481057,51.93386133118165,168.5293890719919,113.11342304228698,51.89327054877865,41.711107584342486,58.13693028071358,170.962830014329,52.87183024728324,160.20531603643306,110.2654341127323,43.98971730758278,58.8578620508664,169.09006093510658,121.17800513659878,57.40388921653607,48.52177627683561,63.38992102011923,legs should be straight
95.14474510516231,73.22517098675912,167.65632599001506,128.9721489786198,67.70004532117436,81.55645931380855,166.13330546080746,135.79069732302003,103.01247290034607,97.48734723476129,111.34376122739548,77.5063183418538,78.03058449461881,171.21927409478798,133.39438738285355,74.12611936883366,86.80222843128888,165.31824801518684,138.27064816228045,110.68902094976485,106.78455582397969,119.46066488643494,legs should be straight
91.14423393361729,85.29462797248243,157.049233866016,138.69583329137993,75.13514801084241,83.87290218754531,177.62125515524113,151.4871194637239,131.62117340864742,121.4616934470074,130.1994476237103,108.90610820167132,92.35692104006392,161.56168344438385,146.50253257643817,84.61953422133293,91.39199161469415,178.34145419240127,157.20346231332334,128.118931037121,120.38154421839002,127.15400161175121,legs should be straight
