0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
88.57653514561767,71.07461291389933,179.9983674827286,87.38614017792598,71.07395912762743,99.95439367774776,124.94261926644381,87.38711890892547,102.1516506859701,102.1509968996982,131.0314314498185,106.35098505122282,64.60278539253468,178.2814147648144,82.21429272376582,65.29141531597193,96.12011064903317,119.03379693694782,81.18433741201748,89.78338031766252,90.47201024109977,121.30070557416099
86.43253089653615,70.31718563117619,179.81285876739256,87.40165643370936,70.39125188765877,99.40474994623804,124.2980867363059,87.2885814575845,102.19681589851672,102.27088215499931,131.2843802135786,108.29487489938283,62.63351832018956,176.35087908193853,82.5651031535726,64.08983982656808,95.32370434555475,116.95741670424978,80.37230374188965,89.41598317367645,90.87230468005497,122.10616919904163
86.7679192596612,70.71396886667286,178.9900877451135,88.24637198950663,71.11354149719881,99.7813907677737,124.33058030877844,87.63603236514606,101.3328836108333,101.73245624135924,130.40030551193414,110.19722149958743,61.82217887123898,175.8296859807487,83.51139971417146,63.47092095896854,94.10082531867587,117.33143711240868,80.9898277826497,87.34723236258577,88.99597445031533,119.62587881002267
89.47069981628633,69.96719123246193,178.03264313297208,89.020082646082,70.7625466244786,99.15006718169536,124.75071012973028,87.84808117107075,99.6786164603225,100.47397185233918,128.86149240955592,108.3789810969012,62.89171305987261,177.39847773012113,83.04272255666267,63.938792316777594,94.30761174176739,119.30296112453898,81.48827954368876,86.83881955104063,87.88589880794561,118.2547182329354
90.82341488820985,69.99360657368045,177.6601262667521,88.76178919215694,70.91586816768988,99.50507153957318,123.39386329420277,87.34417705291847,99.02170366546767,99.9439652594771,128.53316863136047,109.96107370631744,62.31001927957165,175.74351193566366,83.04185764569874,63.99640371059953,94.48025473450508,117.26304797233594,80.47175401239033,86.37114026318643,88.05752469421431,118.54137571811987
90.17533526653834,69.75195825266015,178.54140550438223,88.53492445078922,70.32893544768952,98.8731810782757,124.20207825680195,87.65330715020079,99.24966869785567,99.82664589288504,128.37089152347124,109.91494786921005,62.06385930958182,176.1514273516487,83.07275577450204,63.599677182480704,93.87726169903051,118.08017436088696,80.76000099904961,86.15827719050199,87.69409506340088,117.97167957995067
92.28725092624673,71.38294401335754,177.25171774444112,84.85979571857634,70.24014288185683,99.9193807286444,126.45985789816103,86.4652768426345,101.02187709109673,99.87907595959601,129.5583138063836,110.66615107067764,65.25805710198597,178.37593964936625,80.26881060066032,64.58411633617355,95.78741912431047,121.73052374476323,81.21893018548165,88.84944031810909,88.17549955229667,119.3788023404336
89.18050175360229,71.05563032640858,178.60796018280539,87.29847799361582,70.49698634016018,99.33395971242356,126.20167507913204,88.13187382456205,101.58371170345482,101.02506771720641,129.86204108946984,105.80690359391075,64.23358063316293,179.5630514324738,81.36003968174684,64.05535593749363,95.16381514529849,120.74672320393071,81.61876355360373,88.08697239482385,87.90874769915453,119.01720690695942
89.34236436022536,70.60847913697714,178.5317147178331,88.48108077036699,70.0258028429562,98.59563496068012,126.72561708310286,89.36668975851295,102.14100746390066,101.55833116987972,130.12816328760366,106.97016129818988,63.890706312029515,179.30729386439538,83.20571347003953,64.166418730865,94.47993701510745,120.7466616845712,82.7887197532704,89.03346908609302,89.3091815049285,119.62269978917092
91.01199653665489,71.00794004686206,178.04996244293366,85.48750853538178,70.19164918739644,99.45275702276587,126.71451066315379,86.62125523298248,101.23291494675377,100.41662408728814,129.67773192265753,108.5119576505591,63.91809050292318,179.1013351086204,80.52315081670788,63.543977692794265,94.61831959409682,121.46509020051825,81.04770289795857,89.11097494916535,88.73686213903645,119.81120404033899
92.28984574187744,71.83939433131931,179.74184902824803,86.15403919202616,71.73195481078952,100.90544734837215,125.45274625931434,86.30475064324835,101.62543208055415,101.51799256002434,130.691485097607,109.42722400417367,65.73259338734218,179.10360594565745,82.25672156349768,66.10684807166899,96.41237238165661,121.64298588932043,81.73458219348194,90.47518029813105,90.84943498245786,121.15495929244548
89.70451985924008,71.14413661439582,179.14660720620728,86.0525583571872,70.78514027187784,100.23883632043464,125.91328563511881,86.54695480846198,101.70317487191303,101.34417852939505,130.79787457795186,110.50672832005918,62.84040149228654,178.2432272807838,81.95171646758587,63.57494691131323,94.88459308871154,119.66211827968121,80.92948916739638,88.55438845480802,89.28893387383472,120.59858005123303
89.22767929531008,70.63791852503458,179.66155376703512,86.80423763203676,70.78070944414611,99.75112889313033,125.83113992614501,86.60858231818341,102.0113550343548,102.15414595346634,131.12456540245057,102.60273762563853,63.96612719701562,177.12261725458887,83.78644322508825,65.1746847332496,95.62700686739981,120.59437190200877,82.11761801591112,89.81937924509998,91.02793678133396,121.48025891548417
